Age,Tenure_Months,Total_Purchases,Avg_Purchase_Amount,Total_Spent,Support_Tickets,Complaints,Feedback_Score,Last_Purchase_Days_Ago,Renewal_Count,Gender_enc,Plan_Type_enc,Payment_Method_enc,Location_enc,CLV,Activity_Freq,Complaint_Ratio,Inactive_Flag,Churn
43,18,25,11973.92,308929.19,1,3,1.04,149,3,0,2,3,4,16259.43,1.3158,0.1154,1,0
35,63,84,21765.27,1696284.35,4,1,4.7,102,0,1,3,0,2,26504.44,1.3125,0.0118,1,0
31,25,57,35884.44,2420701.22,4,3,4.46,102,3,1,4,2,1,93103.89,2.1923,0.0517,1,0
64,12,66,7068.09,487462.37,5,2,3.18,142,1,1,3,2,2,37497.11,5.0769,0.0299,1,0
46,21,15,37028.95,445453.9,6,1,2.11,3,0,1,2,0,4,20247.9,0.6818,0.0625,0,0
29,25,28,42825.51,1226013.79,11,1,1.13,63,7,1,0,1,3,47154.38,1.0769,0.0345,0,0
53,11,13,32748.2,402544.14,10,2,5,171,6,0,1,3,1,33545.34,1.0833,0.1429,1,1
52,64,14,2664.42,30320.66,7,9,4.05,109,6,0,0,3,2,466.47,0.2154,0.6,1,1
29,50,66,22312.36,1432295.25,11,3,2.35,12,6,0,0,3,5,28084.22,1.2941,0.0448,0,0
24,62,34,33173.27,1251312.36,9,6,1.08,55,1,1,1,3,0,19862.1,0.5397,0.1714,0,0
46,49,99,48936.4,4852047.14,13,3,3.56,118,1,1,0,2,0,97040.94,1.98,0.03,1,1
28,14,25,47614.52,1256765.65,14,6,4.95,148,6,1,2,2,3,83784.38,1.6667,0.2308,1,1
50,1,54,20087.31,1145346.37,7,3,3.83,124,5,0,4,0,1,572673.19,27,0.0545,1,1
23,25,79,30988.59,2615567.29,10,2,1.33,91,7,1,1,3,0,100598.74,3.0385,0.025,1,0
64,59,12,44595.35,511083.3,4,7,2.61,69,7,0,0,3,0,8518.05,0.2,0.5385,0,0
32,69,9,41636.79,355245.81,1,2,1.44,173,6,1,1,2,2,5074.94,0.1286,0.2,1,0
49,5,31,24231.38,602315.75,9,7,4.65,55,4,1,0,3,4,100385.96,5.1667,0.2188,0,1
28,19,78,13431.45,902750.86,7,1,2.32,75,7,1,2,2,2,45137.54,3.9,0.0127,0,0
40,23,93,7286.45,799834.35,5,2,3.93,60,4,0,3,0,2,33326.43,3.875,0.0213,0,0
43,9,53,24655.02,1485692.49,2,3,1.34,42,1,0,4,1,3,148569.25,5.3,0.0556,0,0
51,50,43,36280.87,1419738.14,3,2,1.51,172,5,0,4,0,2,27838,0.8431,0.0455,1,0
63,16,38,48503.6,1770290.13,11,5,3.72,134,7,0,1,2,5,104134.71,2.2353,0.1282,1,1
51,33,42,43159.84,2131693.66,0,8,4.37,69,3,0,4,1,1,62696.87,1.2353,0.186,0,0
46,2,72,10609.93,687659.11,2,9,1.81,22,1,1,0,0,1,229219.7,24,0.1233,0,1
21,14,48,36129.02,1756760.21,3,7,2.67,65,1,0,2,2,4,117117.35,3.2,0.1429,0,1
34,1,67,14810.51,802607.39,1,3,3.48,84,4,0,2,2,0,401303.7,33.5,0.0441,0,0
52,58,66,34331.89,2374428.07,13,1,4.19,88,7,0,1,1,0,40244.54,1.1186,0.0149,0,1
30,16,16,33457.37,627408.37,11,9,3.51,148,2,0,0,1,4,36906.37,0.9412,0.5294,1,1
58,47,83,13985.31,1339422.28,5,0,1.38,47,2,1,4,3,5,27904.63,1.7292,0,0,0
56,44,94,12102.24,1138506.33,7,3,3.17,176,5,0,0,2,4,25300.14,2.0889,0.0316,1,1
32,14,16,5644.92,95724.9,11,4,4.54,24,6,1,4,1,2,6381.66,1.0667,0.2353,0,0
46,24,31,3001.71,95651.05,5,1,4.47,72,5,1,0,2,5,3826.04,1.24,0.0312,0,0
46,55,58,42993.33,2061693.53,9,2,3.34,98,2,1,4,1,3,36815.96,1.0357,0.0339,1,0
28,15,28,2967.55,71748.42,2,3,4.98,39,1,1,4,0,0,4484.28,1.75,0.1034,0,0
49,34,4,4892.69,23201.65,8,2,1.42,55,1,1,2,3,0,662.9,0.1143,0.4,0,1
19,2,10,12323.18,111202.79,13,7,2.91,116,6,0,3,3,4,37067.6,3.3333,0.6364,1,1
64,27,51,44439.09,2161640.03,3,1,4.1,77,3,1,3,0,4,77201.43,1.8214,0.0192,0,0
31,23,18,16980.55,306743.39,13,8,1.56,108,5,0,1,3,0,12780.97,0.75,0.4211,1,1
37,68,47,9994.08,559745.17,5,5,4.89,147,6,1,3,1,0,8112.25,0.6812,0.1042,1,0
39,14,32,35920,1236794.35,3,0,2.42,58,7,1,1,1,2,82452.96,2.1333,0,0,0
28,63,30,16293.95,514158.65,14,7,2.4,154,4,1,2,3,0,8033.73,0.4688,0.2258,1,1
44,65,36,17001.65,618033.04,3,9,1.85,101,5,1,1,2,5,9364.14,0.5455,0.2432,1,1
20,68,9,37079.34,360501.22,10,5,2.15,91,1,0,3,2,5,5224.66,0.1304,0.5,1,1
34,63,36,12956.81,497047.1,1,3,3.31,88,0,1,4,2,4,7766.36,0.5625,0.0811,0,0
61,64,29,44889.62,1511566.2,9,5,2.72,175,5,1,1,0,1,23254.86,0.4462,0.1667,1,1
45,32,16,28290.37,460220.6,1,1,1.77,142,0,0,3,0,5,13946.08,0.4848,0.0588,1,0
46,13,92,27122.67,2416936.23,1,0,4.24,131,6,0,3,0,5,172638.3,6.5714,0,1,0
38,66,21,13605.24,320813.65,1,5,1.25,127,4,0,4,1,1,4788.26,0.3134,0.2273,1,0
64,19,64,41837.17,2998656.28,7,7,4.34,142,7,0,0,3,1,149932.81,3.2,0.1077,1,1
33,24,66,28851.1,1652697.4,14,4,2.1,8,6,0,3,0,5,66107.9,2.64,0.0597,0,1
54,11,59,8198.07,432762.06,9,7,2.98,15,0,1,2,1,2,36063.5,4.9167,0.1167,0,1
37,59,99,10711.76,1255012.35,3,2,2.52,173,7,1,4,1,1,20916.87,1.65,0.02,1,0
23,15,28,23678.67,648180.48,3,5,3.28,173,0,0,0,1,3,40511.28,1.75,0.1724,1,1
36,10,55,39092.27,2166983.65,9,0,4.18,3,7,0,4,0,3,196998.51,5,0,0,0
22,41,31,46995.12,1346221.41,9,2,4.96,109,4,0,1,0,2,32052.89,0.7381,0.0625,1,0
20,27,33,33343.18,1091993.8,10,3,2.22,139,5,1,3,1,1,38999.78,1.1786,0.0882,1,1
18,60,87,25554.09,2439618.64,13,4,3.22,9,7,1,3,0,4,39993.75,1.4262,0.0455,0,0
55,52,60,12911.23,769203.26,2,2,2.86,4,1,0,4,1,2,14513.27,1.1321,0.0328,0,0
32,28,41,33806.96,1283395.82,4,7,5,113,1,0,1,1,5,44255.03,1.4138,0.1667,1,1
51,65,81,49120.87,3335819.39,3,4,4.24,178,3,0,4,0,5,50542.72,1.2273,0.0488,1,0
52,17,46,24073.01,1297054.2,6,6,2.59,80,1,0,2,1,5,72058.57,2.5556,0.1277,0,1
42,44,49,8526.02,479882.88,9,4,2.91,134,6,0,3,0,0,10664.06,1.0889,0.08,1,0
41,10,65,5615.36,407537.41,6,7,1.98,172,0,1,3,0,2,37048.86,5.9091,0.1061,1,1
29,63,42,13828.18,625868.9,5,0,4.02,5,7,0,2,3,3,9779.2,0.6562,0,0,0
35,47,23,28687.38,663903.17,6,2,4.38,49,6,0,0,1,5,13831.32,0.4792,0.0833,0,0
32,38,27,47366.86,1482198.42,11,2,4.86,83,7,1,3,2,4,38005.09,0.6923,0.0714,0,0
61,70,89,15308.67,1521445.8,6,9,3.26,69,0,1,4,0,1,21428.81,1.2535,0.1,0,1
33,53,32,15616.86,562908.87,12,9,3.68,156,3,1,0,1,5,10424.24,0.5926,0.2727,1,1
44,44,83,24318.39,1864663.27,7,2,2.78,120,4,0,0,2,3,41436.96,1.8444,0.0238,1,1
25,54,88,45967.85,3921320.68,10,5,3.44,167,6,1,4,3,1,71296.74,1.6,0.0562,1,1
63,20,3,21243.23,69001.45,12,8,2.39,162,7,0,2,3,5,3285.78,0.1429,2,1,1
42,31,60,11549.85,657250.21,0,5,3.95,12,0,0,0,2,1,20539.07,1.875,0.082,0,0
34,7,76,8574.98,650127.82,14,4,1.09,54,1,0,3,3,2,81265.98,9.5,0.0519,0,1
46,58,99,23122.26,2423257.17,2,0,1.11,104,1,0,1,2,2,41072.16,1.678,0,1,0
25,10,79,40133.53,3091613.09,11,1,3.86,80,6,0,0,3,3,281055.74,7.1818,0.0125,0,0
32,10,17,14921.94,283407.55,2,0,4.72,73,6,0,2,3,1,25764.32,1.5455,0,0,0
44,39,32,25869.87,700772.61,4,5,3.53,165,6,1,4,1,5,17519.32,0.8,0.1515,1,1
63,28,7,30348.91,230972.14,9,2,3.91,161,1,1,3,3,2,7964.56,0.2414,0.25,1,1
24,30,83,22798.29,1623716.09,13,4,4.3,177,0,1,1,1,3,52377.94,2.6774,0.0476,1,1
20,37,71,9988.67,833400.89,12,5,2.45,1,2,1,0,2,5,21931.6,1.8684,0.0694,0,1
46,67,69,46126.41,2945975.79,12,4,1.43,175,0,1,2,3,1,43323.17,1.0147,0.0571,1,1
61,43,58,28489.74,1847674.29,6,2,4.73,165,0,0,1,1,0,41992.6,1.3182,0.0339,1,0
41,52,40,36592.15,1476225.17,14,1,4.75,137,2,0,1,0,0,27853.31,0.7547,0.0244,1,1
20,56,85,31984.13,2273974.33,9,1,2.77,18,2,1,3,2,3,39894.29,1.4912,0.0116,0,0
37,68,48,49903.38,2474492.27,5,1,1.87,102,1,0,3,3,0,35862.21,0.6957,0.0204,1,0
63,9,51,23087.35,1371583.22,3,9,4.57,85,6,0,0,2,4,137158.32,5.1,0.1731,0,0
32,23,57,21536.13,1059253.48,5,3,3.83,172,1,0,0,3,5,44135.56,2.375,0.0517,1,0
42,63,71,18326.92,1208204.57,6,3,1.03,115,1,0,1,2,5,18878.2,1.1094,0.0417,1,1
47,61,37,18400.61,664253.66,3,2,1.43,63,0,0,2,2,3,10713.77,0.5968,0.0526,0,0
31,40,87,14150.63,1120331.15,10,7,4.93,3,5,1,1,1,3,27325.15,2.122,0.0795,0,0
24,44,75,49041.19,4330993.56,7,3,1.15,112,4,1,2,2,1,96244.3,1.6667,0.0395,1,0
34,24,74,43603.71,3068567.88,4,7,2.13,146,5,1,3,2,5,122742.72,2.96,0.0933,1,1
61,51,85,16175.31,1461829.58,2,2,3.19,165,6,1,2,3,4,28112.11,1.6346,0.0233,1,0
37,58,55,15608.84,763680.63,1,1,1.74,20,3,0,2,2,5,12943.74,0.9322,0.0179,0,0
53,33,41,5624.93,204765.41,0,7,1.93,93,4,1,3,2,3,6022.51,1.2059,0.1667,1,0
26,16,97,43913.03,3707267.52,14,5,2.41,36,2,0,4,0,5,218074.56,5.7059,0.051,0,1
55,22,20,18902.42,368190.74,3,1,2.08,4,0,0,1,2,2,16008.29,0.8696,0.0476,0,0
39,57,33,28844.46,964377.9,1,6,4.21,120,5,0,0,1,3,16627.21,0.569,0.1765,1,0
19,62,40,45068.7,1449948.82,11,9,3,109,0,0,2,0,4,23015.06,0.6349,0.2195,1,1
41,71,99,20700.98,2322314.17,2,6,2.11,78,3,0,0,3,5,32254.36,1.375,0.06,0,0
25,70,34,40439.97,1381973.35,0,3,2.25,17,6,0,0,0,3,19464.41,0.4789,0.0857,0,0
28,30,62,21799.14,1166227.88,14,7,1.16,49,4,1,1,2,0,37620.25,2,0.1111,0,1
30,23,91,35196.58,2648523.96,13,2,1.2,109,7,0,4,3,4,110355.16,3.7917,0.0217,1,1
34,32,19,21843.63,342514.96,12,8,3.87,116,2,0,4,1,2,10379.24,0.5758,0.4,1,1
25,57,43,19941.58,774360.71,5,4,1.45,10,3,1,4,0,4,13351.05,0.7414,0.0909,0,0
38,9,69,49540.11,3417299.56,3,2,2.9,157,0,0,4,3,3,341729.96,6.9,0.0286,1,1
35,31,63,30811.32,2220819.24,4,8,4.37,120,3,1,3,0,2,69400.6,1.9688,0.125,1,0
47,71,93,18685.86,2017892.26,14,1,2.47,123,1,0,0,3,2,28026.28,1.2917,0.0106,1,1
35,9,10,13262.06,150250.06,7,1,2.38,76,4,1,0,1,2,15025.01,1,0.0909,0,0
63,13,13,2468.44,29889.12,10,2,4.49,123,2,0,3,0,0,2134.94,0.9286,0.1429,1,1
64,58,93,35475.03,3043897.97,3,8,4.46,137,1,1,1,2,4,51591.49,1.5763,0.0851,1,1
48,3,5,18921.79,113056.13,5,9,4.52,90,4,0,2,3,5,28264.03,1.25,1.5,0,1
55,35,58,41152.08,2559894.45,2,2,3.29,149,1,0,4,0,3,71108.18,1.6111,0.0339,1,0
49,21,59,18511.49,1006966.97,7,4,4.81,1,3,1,4,3,0,45771.23,2.6818,0.0667,0,0
28,64,76,18979.8,1343846.1,12,8,4.28,164,2,0,3,2,2,20674.56,1.1692,0.1039,1,1
62,52,59,39069.46,2244837.74,2,9,2.66,6,5,0,4,3,5,42355.43,1.1132,0.15,0,0
42,34,77,24728.6,1996875.12,14,5,3.52,111,3,1,3,1,3,57053.57,2.2,0.0641,1,1
50,35,86,44302.29,4416516.81,14,5,1.49,146,3,0,2,3,1,122681.02,2.3889,0.0575,1,1
55,15,15,29711.72,391892.91,6,0,3.21,101,6,0,0,3,3,24493.31,0.9375,0,1,0
58,6,77,12411.92,796840.49,6,1,2.05,139,4,1,4,1,1,113834.36,11,0.0128,1,1
25,32,1,28629.46,27550.15,14,8,2.13,69,2,0,1,3,1,834.85,0.0303,4,0,1
28,52,38,698.08,23826.22,2,7,1.5,149,2,1,3,3,5,449.55,0.717,0.1795,1,1
39,28,53,15963.67,871806.24,2,1,2.43,107,3,1,2,3,2,30062.28,1.8276,0.0185,1,0
41,64,52,10793.64,605994.6,9,4,2.93,106,6,1,1,0,1,9322.99,0.8,0.0755,1,0
58,19,1,32882.3,30392.92,9,4,3.4,9,2,1,0,1,0,1519.65,0.05,2,0,0
34,15,11,7233.91,85475.78,11,5,2.22,2,0,0,1,2,2,5342.24,0.6875,0.4167,0,1
29,6,58,14859.82,807795.11,10,3,4.17,113,6,0,3,2,5,115399.3,8.2857,0.0508,1,0
63,38,40,16899.77,712485.83,13,8,3.08,132,2,1,4,2,1,18268.87,1.0256,0.1951,1,1
49,26,86,663.01,60054.09,7,4,3.55,90,3,0,0,0,4,2224.23,3.1852,0.046,0,0
32,51,99,2814.95,253950.62,10,3,2.11,12,0,0,3,3,5,4883.67,1.9038,0.03,0,1
33,53,60,15900.74,1005838.82,14,8,4.26,83,6,0,2,3,5,18626.64,1.1111,0.1311,0,1
39,56,44,11506.64,482183.75,2,1,3.5,83,0,0,1,2,0,8459.36,0.7719,0.0222,0,0
45,59,6,6286.88,35253.65,1,1,4.45,93,4,1,1,2,4,587.56,0.1,0.1429,1,0
37,70,28,8131,208479.08,4,2,1.64,39,3,1,0,1,3,2936.33,0.3944,0.069,0,0
50,58,31,41859.08,1217513.24,10,9,2.52,162,2,1,0,0,0,20635.82,0.5254,0.2812,1,1
27,13,8,34324.32,306089.99,6,3,1.45,59,5,0,2,3,5,21863.57,0.5714,0.3333,0,0
57,43,5,24463.82,109851.29,7,9,1.86,128,0,1,2,1,4,2496.62,0.1136,1.5,1,1
49,51,54,45489.3,2635237.44,0,8,2.58,72,3,1,0,2,4,50677.64,1.0385,0.1455,0,0
50,19,17,1962.86,38715.94,11,4,4.58,134,4,0,3,2,5,1935.8,0.85,0.2222,1,1
19,21,38,17574.28,627867.84,1,1,3.23,160,1,1,3,1,2,28539.45,1.7273,0.0256,1,1
50,24,9,41257.49,301437.29,12,2,2.32,28,1,0,0,3,3,12057.49,0.36,0.2,0,0
50,26,74,31600.31,1893753.79,6,7,3.99,75,2,1,1,3,0,70139.03,2.7407,0.0933,0,1
58,45,84,49093.53,3529201.03,8,5,1.08,41,7,1,4,1,0,76721.76,1.8261,0.0588,0,0
30,28,78,47253.49,3110857.78,2,4,2.48,72,1,0,2,3,5,107270.96,2.6897,0.0506,0,0
47,29,14,8912.15,137151.6,13,3,3.4,88,0,0,3,1,5,4571.72,0.4667,0.2,0,1
50,17,26,48613.36,1160228.12,7,3,3.33,155,5,0,4,2,0,64457.12,1.4444,0.1111,1,1
30,68,93,47303.97,4667642.02,13,7,3.43,53,0,0,1,3,1,67646.99,1.3478,0.0745,0,1
43,44,62,18993.74,962088,9,5,1.85,123,3,1,2,1,0,21379.73,1.3778,0.0794,1,1
39,61,91,49152.57,4107432.23,2,4,2.35,11,2,0,3,3,1,66248.91,1.4677,0.0435,0,0
56,68,25,2274.29,50810.86,3,4,4.73,87,5,1,3,0,2,736.39,0.3623,0.1538,0,0
19,25,80,33207.15,2419478.98,1,5,4.9,150,3,1,1,3,1,93056.88,3.0769,0.0617,1,0
55,67,36,13674.32,431374.58,8,2,2.25,5,7,0,1,0,3,6343.74,0.5294,0.0541,0,0
56,2,98,6908.42,708958.34,13,6,3.58,112,5,1,3,1,5,236319.45,32.6667,0.0606,1,1
43,49,80,29087.98,2478456.7,14,0,1.97,162,3,0,3,0,1,49569.13,1.6,0,1,1
63,70,33,15664.34,444236.69,4,4,2.47,62,6,0,4,0,5,6256.85,0.4648,0.1176,0,0
32,26,3,33507.85,110219.91,4,5,4.17,159,2,1,1,0,3,4082.22,0.1111,1.25,1,0
51,27,87,27229.06,2132078.65,3,1,3,47,5,0,1,1,3,76145.67,3.1071,0.0114,0,0
59,18,11,19933.18,200225.94,12,1,4.4,37,5,1,4,3,3,10538.21,0.5789,0.0833,0,0
61,54,58,9500.2,623482.29,4,8,3.51,111,3,1,1,0,3,11336.04,1.0545,0.1356,1,1
57,1,64,30261.88,2247545.57,14,1,3.52,26,7,1,0,0,0,1123772.78,32,0.0154,0,0
28,61,18,41546.92,844991.38,11,2,1.14,43,7,1,2,2,5,13628.89,0.2903,0.1053,0,0
20,3,47,30200.22,1219422.75,13,0,4,61,5,1,0,1,3,304855.69,11.75,0,0,1
23,68,44,30720.87,1621665.77,0,8,4.91,166,1,0,1,2,4,23502.4,0.6377,0.1778,1,1
26,41,93,25835.95,2568201.41,9,0,2.89,128,4,1,4,2,2,61147.65,2.2143,0,1,0
23,37,59,19717.89,1168319.82,13,3,1.63,160,3,0,3,1,4,30745.26,1.5526,0.05,1,1
26,51,50,23144.17,1367747.22,9,6,4.91,69,5,0,1,3,0,26302.83,0.9615,0.1176,0,0
56,15,69,49482.32,3847730.07,11,1,2.16,126,0,0,3,3,3,240483.13,4.3125,0.0143,1,1
48,8,88,37608.59,3563389.73,5,7,2.64,127,6,0,2,3,1,395932.19,9.7778,0.0787,1,1
49,38,29,21812.69,718191.83,10,7,1.31,153,0,1,0,3,5,18415.18,0.7436,0.2333,1,1
58,56,93,23136.17,2053089.01,3,2,1.44,33,6,0,2,0,0,36019.11,1.6316,0.0213,0,0
29,47,90,25231.78,2438394.19,11,3,1.87,64,1,0,3,2,2,50799.88,1.875,0.033,0,1
25,10,67,33136.05,1945336.28,3,6,3.19,144,3,0,2,0,1,176848.75,6.0909,0.0882,1,1
25,49,2,23564.93,56329.63,11,4,3.23,177,6,0,3,0,1,1126.59,0.04,1.3333,1,1
45,41,25,34465.87,892314.97,12,4,3.42,93,7,0,0,0,3,21245.59,0.5952,0.1538,1,1
37,30,19,16794.8,359210.52,4,1,3.34,123,3,0,3,3,2,11587.44,0.6129,0.05,1,0
64,5,40,20826.66,802189.66,13,5,2.98,15,2,0,0,1,5,133698.28,6.6667,0.122,0,1
24,71,2,43270.63,95492.7,0,3,4.21,20,7,1,1,2,5,1326.29,0.0278,1,0,0
28,31,83,16780.83,1330068.36,3,4,4.74,22,3,0,3,2,2,41564.64,2.5938,0.0476,0,0
37,52,65,48239.62,3248462.28,9,4,2.08,10,7,1,2,1,1,61291.74,1.2264,0.0606,0,0
33,23,62,9038.99,622766.35,2,1,1.52,96,3,0,4,0,2,25948.6,2.5833,0.0159,1,0
21,48,91,12463.15,960156.79,4,7,2.7,156,0,0,2,0,4,19595.04,1.8571,0.0761,1,1
23,40,54,23452.15,1193868.5,9,0,1.11,137,2,1,4,0,3,29118.74,1.3171,0,1,0
39,6,45,39971.73,1831059.68,4,1,4.53,31,7,0,2,3,3,261579.95,6.4286,0.0217,0,0
43,38,49,36712.99,1679485.3,7,6,1.96,96,3,1,3,1,4,43063.73,1.2564,0.12,1,1
20,41,99,9136.07,835429.66,13,6,3.2,74,5,1,1,2,4,19891.18,2.3571,0.06,0,1
58,27,69,12215.91,769283.77,0,1,1.46,159,1,0,3,3,2,27474.42,2.4643,0.0143,1,1
59,69,38,28975.52,981181.61,2,0,3.21,75,6,1,0,3,1,14016.88,0.5429,0,0,0
31,57,4,15110.65,68878.1,4,9,1.16,171,3,1,1,2,2,1187.55,0.069,1.8,1,1
28,17,17,21405.1,425556.71,10,0,4.08,74,2,0,3,1,4,23642.04,0.9444,0,0,1
35,71,53,24586.41,1407414.53,2,0,4.82,137,1,1,1,2,3,19547.42,0.7361,0,1,0
29,47,85,29915.18,2064745.04,5,5,2.23,42,1,1,0,2,3,43015.52,1.7708,0.0581,0,1
40,13,53,12927.04,763576.29,9,9,2.03,74,1,0,4,1,3,54541.16,3.7857,0.1667,0,1
29,11,31,8575.44,269234.89,12,6,2.79,178,0,1,1,2,2,22436.24,2.5833,0.1875,1,1
30,24,22,20228.89,490982.79,2,1,3.48,165,0,0,1,0,5,19639.31,0.88,0.0435,1,0
42,4,11,4560.3,48905.95,5,5,1.76,84,1,0,0,0,4,9781.19,2.2,0.4167,0,1
62,46,34,26574.88,737756.67,7,3,4.21,145,5,0,3,1,1,15696.95,0.7234,0.0857,1,1
36,18,15,42060.46,676772.49,3,8,1.79,176,0,0,4,3,5,35619.6,0.7895,0.5,1,1
63,43,10,6389.3,62465.03,7,7,1.02,2,1,0,1,3,2,1419.66,0.2273,0.6364,0,1
53,33,96,6080.16,671026.49,6,7,3.1,42,1,1,1,3,5,19736.07,2.8235,0.0722,0,0
62,10,53,4470.78,259522.24,10,1,1.46,106,4,1,1,0,3,23592.93,4.8182,0.0185,1,1
25,59,48,42469.13,1924004.04,10,4,3.79,139,0,1,1,3,5,32066.73,0.8,0.0816,1,1
46,31,31,4494.89,151831.24,12,1,1.67,127,4,1,0,0,4,4744.73,0.9688,0.0312,1,1
49,28,37,49181.37,1816223.13,14,2,4.27,73,5,1,1,0,1,62628.38,1.2759,0.0526,0,1
61,60,28,18237.4,449255.94,3,7,2.88,173,5,0,4,2,0,7364.85,0.459,0.2414,1,1
35,3,31,16773.73,503322.35,2,4,3.27,173,7,0,0,2,2,125830.59,7.75,0.125,1,0
23,55,70,5035.77,313384.87,4,3,1.75,157,1,1,1,3,0,5596.16,1.25,0.0423,1,0
35,14,14,29489.24,331101.31,4,4,1.59,162,1,0,4,3,4,22073.42,0.9333,0.2667,1,1
36,58,87,29501.17,2306651.98,13,7,3.53,95,4,0,2,0,0,39095.8,1.4746,0.0795,1,1
39,15,16,24943.39,352722.87,6,9,2.02,90,2,0,2,3,3,22045.18,1,0.5294,0,1
54,2,25,15895.5,318599.32,10,6,2.54,121,1,0,4,3,2,106199.77,8.3333,0.2308,1,1
49,24,39,18744.75,814070.34,0,5,2.92,20,5,1,1,0,1,32562.81,1.56,0.125,0,0
58,64,66,16364.92,897327.77,8,1,1.92,72,5,0,1,1,3,13805.04,1.0154,0.0149,0,0
20,71,38,21594.25,803860.92,1,9,4.18,70,7,0,0,3,4,11164.74,0.5278,0.2308,0,0
45,24,41,17418.51,690701.17,8,4,4.76,146,0,0,1,0,2,27628.05,1.64,0.0952,1,1
27,27,98,33938.11,2902088.22,8,9,2.73,117,3,1,0,3,4,103646.01,3.5,0.0909,1,1
52,37,40,15141.43,718762.13,12,8,4.67,52,7,0,1,3,4,18914.79,1.0526,0.1951,0,0
46,39,64,17866.49,1190901.42,12,8,4.53,25,6,0,3,1,4,29772.54,1.6,0.1231,0,1
32,63,89,22055.26,2209078.75,13,8,1.66,66,5,1,3,0,2,34516.86,1.3906,0.0889,0,1
50,26,16,696.11,11120.58,14,2,1.69,28,3,1,4,2,3,411.87,0.5926,0.1176,0,1
24,65,82,24858.09,2220031.81,2,8,2.91,89,3,1,3,1,5,33636.85,1.2424,0.0964,0,0
29,4,77,13163.08,1204016.42,14,8,3.1,20,7,0,2,3,4,240803.28,15.4,0.1026,0,1
47,29,59,3279.45,181754.74,6,4,2.36,70,4,1,2,0,1,6058.49,1.9667,0.0667,0,0
38,1,91,45595.55,4156272.06,2,5,2.25,37,1,0,0,1,3,2078136.03,45.5,0.0543,0,0
48,50,98,16459.73,1622432.79,7,6,2.73,16,7,1,2,0,4,31812.41,1.9216,0.0606,0,0
41,11,11,21591.22,284243.61,7,9,3.76,163,5,0,1,2,2,23686.97,0.9167,0.75,1,1
37,59,1,41453.49,37027.9,12,9,1.34,100,5,1,0,1,4,617.13,0.0167,4.5,1,1
54,62,13,8756.05,121810.71,2,9,3.84,78,2,1,3,1,4,1933.5,0.2063,0.6429,0,0
21,36,30,42590.29,1092813.76,4,5,4.7,14,0,1,3,2,0,29535.51,0.8108,0.1613,0,0
45,56,69,12461.08,1006696,14,4,4.05,24,7,0,2,3,0,17661.33,1.2105,0.0571,0,0
61,21,18,29657.38,553132.29,6,0,1.77,83,3,0,2,3,3,25142.38,0.8182,0,0,0
37,13,78,34441.08,3072614.08,0,3,1.35,38,6,1,1,0,0,219472.43,5.5714,0.038,0,0
41,9,13,45298.19,681975.85,2,7,2.96,82,3,0,3,2,2,68197.59,1.3,0.5,0,1
49,11,32,30578.08,1000851.37,0,7,4.83,9,0,1,2,2,0,83404.28,2.6667,0.2121,0,0
58,70,71,22934.97,1746934.2,1,5,4.28,121,3,1,3,1,2,24604.71,1,0.0694,1,0
53,1,72,28827.33,2240551.25,13,2,3.25,59,4,1,3,0,4,1120275.63,36,0.0274,0,1
51,70,50,10503.08,516852.63,13,7,1.57,51,7,0,2,3,3,7279.61,0.7042,0.1373,0,1
53,56,71,34609.18,2393204.22,6,6,3.86,109,1,1,3,1,0,41986.04,1.2456,0.0833,1,1
19,31,80,9750.6,682132.37,6,8,4.25,51,1,0,2,1,0,21316.64,2.5,0.0988,0,1
32,37,31,28083.76,830171.03,2,2,4.74,19,2,1,4,1,3,21846.61,0.8158,0.0625,0,0
51,47,51,32556.38,1986311.75,14,5,3.45,62,7,1,2,1,2,41381.49,1.0625,0.0962,0,1
53,47,27,44979.87,1102659.19,12,0,3.06,10,7,1,3,3,5,22972.07,0.5625,0,0,0
23,69,60,22784.4,1510573.17,5,7,3.48,166,4,1,4,2,2,21579.62,0.8571,0.1148,1,1
56,58,33,38878.99,1056862.74,12,1,4.77,131,7,0,3,3,0,17912.93,0.5593,0.0294,1,0
59,36,53,8792.76,459952.21,5,4,3.51,176,2,0,3,0,5,12431.14,1.4324,0.0741,1,1
29,32,93,8231.73,630326.75,1,5,2.03,169,3,1,4,3,2,19100.81,2.8182,0.0532,1,0
20,64,72,26477.5,1887926.31,12,3,3.54,145,5,0,1,2,2,29045.02,1.1077,0.0411,1,0
62,71,33,30018.87,803415.75,8,8,4.52,87,6,1,4,3,0,11158.55,0.4583,0.2353,0,0
35,42,41,31800.88,1362923.27,12,2,3.27,73,1,0,3,3,0,31695.89,0.9535,0.0476,0,1
57,48,19,37410.87,735402.93,7,1,3.01,83,6,1,3,1,0,15008.22,0.3878,0.05,0,0
38,30,85,15099.11,1436327.92,1,2,3.93,93,2,1,1,1,1,46333.16,2.7419,0.0233,1,0
32,21,41,31319.08,1326860.91,11,4,3.64,15,6,0,4,1,0,60311.86,1.8636,0.0952,0,0
50,60,85,9812.89,976224.92,3,0,1.23,106,2,1,2,2,5,16003.69,1.3934,0,1,0
52,13,89,11340.39,1123588.77,8,9,3.9,100,4,0,3,3,1,80256.34,6.3571,0.1,1,1
